,name,price,condition,toeStyle,style,features,handmade,character,color,material,brand,occasion,sockLength,pattern,garmentCare,sizeType,theme,availability
1327,Asics Made For Sport Unisex 3 Pack MotionDry Trainer Socks 132724 0701,13.9573,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sports Socks,"MotionDry - Wicks Sweat away from feet, Unisex, Triple Pack, Black / White / Grey, Arch Support, Lightweight",,,,64% Cotton 29% Polyester 5% Polyamide 2% Elastane,ASICS,,Trainer Socks,,,,,33.0
1328,5 Pairs Mens Socks Lot Cotton Novelty Fashion Colourful Casual Dress Socks 7-11,15.36,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,,,,Multicolor,,Unbranded,,,,,,,2.0
1329,3 PAIRS OF MENS 6-11 THERMAL SOCKS WINTER WARM THICK 4.7 TOG SHERPA LINING,1.2573,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,Thermal,Yes,,,SHERPA FLEECE,WARMLAND,Casual,Mid Calf,,,Regular,WINTER,33.0
1330,10Pairs Men Business Socks Summer Ultra-thin Ice Silk Breathable Deodorant Sock-,10.2997,"New without tags: A brand-new, unused, and unworn item (including handmade items) that is not in ...",,Men socks,,,,,Polyester cotton,Unbranded,,,,,Regular,,46.0
1331,Mens Knee High Long Wool Rich Boot Socks Extra thick Soft Warm Winter Socks UK,13.9573,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,Extra thick & Soft socks,No,Boots,,"40% wool , 60% Mixed Material",WISHWISE,"Business, Casual, Workwear",Long Hose,,Wash Dark Colours Separately,Regular,"Classic, Happy, Outdoor",24.0
1332,"6 Pairs Mens Black Thermal Socks, Thick Warm Work Boot Socks Size 9-11",11.417300000000001,New without tags,,Crew Socks,Cushioned,,Boots,,Cotton Blend,zak,Casual,Mid Calf,No Pattern,,,"Outdoor, Sports",101.0
1333,"""You're My Lobster"" Husband, Boyfriend, Girlfriend, Wife Gift Novelty Socks",6.9215,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Novelty Socks,All Seasons,Yes,"friends, Lobster",,Cotton,Unbranded,"Valentines Day, Anniversary, Casual",Low Cut,Animal Print,Machine Washable,Regular,"Funny, Novelty",25.0
1334,Mens Stacy Adams Socks Solid Color Dress Casual Socks Many Colors,14.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,,,,,67% Rayon 31% Nylon 2% Elastic,Stacy Adams,,,Solid,,,,299.0
1336,6 Pair Pack Socks Mens Cushioned Sole Trainer Liner Pro Active Sport Running Gym,12.6873,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Sports Socks,All Seasons,No,,,"84% cotton 14% polyester 2% elastane, Cotton Blend",Pro Hike,Casual,Trainer Socks,2 Tone Striped,,Regular,,75.0
1337,High Glossy Oil Shiny Pantyhose Elastic Full Body Stockings Bodysuit Tights Men,13.73,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,,No,,,,Unbranded,,,,,Regular,,4.0
1338,Tabi Socks Athletic Socks Men's Knee Long Toe Socks Ankle Simple Man,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Cotton,,,,,,,,5.0
1339,Mens 2 Pair Pack Multi Pack Ska Man 2 Tone Retro Socks,8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Everyday Socks,All Seasons,No,"Ska Man, Walt",,"75% Cotton, 20% Polyester, 5% Elastane",Mazeys,Casual,Ankle Socks,No Pattern,,Regular,"Checked, 60s, 70s, Ska, Shinhead, 2 tone, Retro",65.0
1340,3-15 Pairs Everyday Soft Cotton Rich Causal Work Sports Work Winter Socks 6-11,6.3373,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Arch Support, Cushioned",No,everyday/sports/work,,"Cotton, Cotton Blend",Everyday,"Business, Casual, Formal, Workwear",Mid Calf,Striped,Machine Washable,Regular,Sports,6.0
1341,"Men's Ankle Athletic Socks, Mens Running Socks For Gym Training Hiking Size 6-11",5.0673,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,All Seasons,No,Boy,,Polycotton,Unbranded,Casual,Trainer Socks,No Pattern,Machine Washable,Regular,Sports,56.0
1342,Lambretta Exclusive Target Design Men's 3 Pack Socks Black / Purple Stripe Spot,10.1473,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,Lambretta Target Spot,No,Scooter,,Cotton Mix,Lambretta,,Ankle Socks,Logod,,Regular,Target,5.0
1343,6 pairs mens socks diabetic non elastic loose top wide big foot 11-14,17.7673,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,diabetic socks,"All Seasons, Antibacterial, Breathable, Lightweight",No,kk,,Cotton,Unbranded,Casual,Mid Calf,No Pattern,Machine Washable,Big & Tall,Classic,3.0
1344,"3,6&12 Mens Big Foot Fresh Feel 100% Cotton Comfortable Socks Size UK-11/14",10.1473,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,M10532,Lightweight,No,,,100% Cotton,MK-ONESTOPSHOP,Casual,Mid Calf,No Pattern,Machine Washable,big foot,plain,55.0
1345,COLUMBIA Five 5 Pack White & Grey Athletic No Show Socks rrp £15,13.9065,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,All Seasons,,,,Cotton,Columbia,"Business, Casual, Formal, Workwear",No-Show,No Pattern,Machine Washable,Regular,"Classic, Sports",1.0
1346,Organic Threads Colorgrown Organic Cotton Short Top Socks NEW Made in USA,14.75,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Casual Short Top Crew Socks,All Seasons,No,,,"Organic Cotton, Cotton",Organic Threads,Casual,Low Cut,,Machine Washable,Regular,USA,169.0
1347,100% Lambswool Wool Socks Dye Free Natural Thermal Warm Winter Builder Bikers,11.417300000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Thermal Socks,"Breathable, Thermal",,,,Wool,Gagawool,"Bed Time, Casual, Formal, Workwear",Mid Calf,,,Regular,Nature,12.0
1348,ZenX 10x Mens Heavy Duty Extra Thick Work Socks Reinforced Size UK 6-11 EU 39-45,4.445,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks/Sports socks,"All Seasons, Cushioned",No,Boots,,Cotton,CTL MCR,"Casual, Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,Sports/Work/Thermal,6.0
1349,TCK Socks Youth Black New with Tags,4.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic,,,,Black,,TCK,,,,,Regular,,23.0
1350,Men's Sponge Socks Lot 8 Pairs,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,,,,,,,,,79.0
1351,3 Pairs Mens Fisherman's Angling Wool Socks Shoe Size 6-11 Winter Motorbike Knee,15.176499999999999,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Fishermans Angling Socks,,,Fisherman,,60% Wool 40% Acrylic,Country Pursuit,,,No Pattern,,Regular,Winter,2212.0
1352,Mens 6 x Cotton Rich Poker Playing Cards Royal Flush Novelty Designer Socks Gift,13.9065,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Novelty Socks,"Antibacterial,Breathable",,Playing cards,,Cotton Rich,Soxy,Everyday Wear,Mid Calf,King Queens Aces -Diamonds Club Spades Hearts,,Regular,,31.0
1353,4 Pairs 57% Merino Wool Trail Socks Hiking Outdoor Kirkland Signature,34.2265,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,Arch Support,,Boots,,Merino Wool,Kirkland Signature,Casual,Ankle Socks,,,Regular,Sports,199.0
1354,Mens Pringle 3 Pack Bamboo Gentle Grip Soft Top Socks L6400ST 7-11,16.4973,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Everyday Socks,"Gentle Grip Hold, Breathable, Moisture Wicking",,,,"Bamboo, Cotton",Gentle Grip,,Mid Calf,No Pattern,Machine Washable,Regular,,68.0
1355,Barcode Berlin Sport Socks Rib Berlin Black Socks 90156/107 LIGHTNING SHIPPING,0.0,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,,,,,,Baumwollmischung,,,,,,,,1.0
1356,5-100 Dozens Wholesale Lots Mens Solid Sports Cotton Crew Socks P274 Gifts Cheap,12.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,All Seasons,,,,"80% COTTON, 15% POLYESTER, 5% ELASTIC",Power Club,,Mid Calf,"Whites, Blacks, or Greys Socks",,Regular,Sports,2589.0
1357,NIKE Dri-Fit Everyday Training 6-Pack Crew Socks Large (8-12) White,20.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,No,,White,Cotton,Nike,,,Solid,,Regular,,134.0
1358,"SOCKS EXTRA LONG THICK 92% BAMBOO - wear with gum boots, motorcycle boots mining",13.167,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Knee Highs,"All Seasons, Antibacterial, Cushioned, Moisture Wicking, Thermal",No,,,"92% Bamboo 8% Elastine, Bamboo",Bamboo Textiles,,Knee High,,Cold or warm machine wash line dry inside-out,Big & Tall,Motorcycle,4097.0
1360,6 Pk Men's Dress Socks Size 10-13 Plaid Formal Cotton Socks TRUE TO SIZE,16.5,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"All Seasons, Breathable, Moisture Wicking",No,,Multi-Color,Cotton,ORSINI,"Business, Formal",Mid Calf,Striped,,Regular,,54.0
1361,HJ Hall Men's Non Elastic Softop Socks in Multy Pack,12.6365,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,HJ Hall Cotton Socks,,,,,65% Cotton 35% Polyamide,HJ Hall,,,,,,,1.0
1362,"12x Mens Heavy Duty Extra Thick Work Socks Reinforced Size UK 6,7,8,9,10,11 LoT",3.7465,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Work Socks,"stanzycompany work socks, HEAVY DUTY WORK SOCKS, BEST SOCKS ON EBAY, FOOT PROTECTION FOR STEEL TOE CAP BOOTS, BUILDERS SOCKS, MECHANICS SOCKS, All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Moisture Wicking",No,Boots,,Cotton,Superior,"Business, Casual, Formal, Workwear",Mid Calf,No Pattern,Machine Washable,Regular,"WORK BOOT SOCKS, THERMAL SOCKS, Outdoor, Sports",877.0
1363,Ladies Socks 12 Pairs Black Ankle Cotton Blend Work Coloured Toe Socks UK 4-8,12.6873,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Calf Socks,"Breathable, Lightweight",,,,"45% Cotton, 53% Polyester and 2% Elastane",The Essentials Wardrobe,"Activewear, Business, Casual, Everyday, Party/Cocktail, Travel",Mid Calf,No Pattern,Machine Washable,,,123.0
1367,6 Pairs Black Women's Circulatory Cushion Cotton Diabetic Crew Socks Size 9-11,14.49,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,Cushioned,No,Happy,Black,Cotton,Vinco,,Mid Calf,Solid,,,Happy,31.0
1369,Mens Merino Wool Blend Military Work Boot Thick thermal Winter Socks 2.8 Tog UK,3.7719000000000005,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Outdoor Socks,Thermal,No,Boots,,Wool,Comfortos,Casual,Mid Calf,No Pattern,Machine Washable,Regular,"Army, Outdoor",128.0
1370,Mens HJ Hall Immaculate™ HJ75 Wool with Lycra Half Hose Socks (lot) All Sizes,10.1473,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Wool Socks,"All Seasons, Antibacterial, Breathable, Lightweight, Moisture Wicking",No,,,58% Wool 40% Polyamide 2% Lycra,HJ Hall,"Business, Casual, Formal",Half Hose,No Pattern,Machine Washable,Optional,Classic Collection,12.0
1371,Mens 100% Cotton Non Elastic Loose Top Ribbed Gentle Grip DIABETIC Socks UK 6-11,7.6073,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Dress Socks,"Antibacterial, Breathable, Lightweight, Easy Grip",No,,,100% Cotton,WISHWISE,"Business, Casual, Formal, Workwear",Mid Calf,Ribbed,,Regular,DIABETIC,4.0
1372,Paris Saint Germain Socks Men's Nike Jordan PSG Football Socks - New,12.6873,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is ...",,Pullover,All Seasons,,,,Polyester,Nike,Casual,,,,Regular,,60.0
1373,Ladies Fleece Zebra Welly Wellie Liners Sock Wellington Boot Thermal Socks Thick,5.3975,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Welly Socks,Thermal,No,Not specified,,"Fleece, Polyester",Unbranded,Casual,Over the Calf,Textured,Machine Washable,Regular,"Farm, Garden",64.0
1374,60 Pairs Wholesale Bulk Men's White/Gray Sports Casual Cotton Crew Socks 10-13,64.99,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Antibacterial, Breathable, Cushioned, Moisture Wicking",Yes,Boy,White,Cotton,Vinco,Casual,Crew,Solid,Machine Washable,Regular,Sports,5.0
1375,Mens Big Foot Extra Wide Socks Non Elastic Memory Cushioned for Diabetics 11-14,8.826500000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Hand Linked for Comfort,Diabetic Socks,"All Seasons, Breathable, Cushioned",No,No Character,,Cotton Blend,Unbranded,"Business, Casual, Formal",Mid Calf,Ribbed,Machine Washable,Big & Tall,Memory Cushioned,155.0
1376,Bamboo Fiber Short Socks Work Sport Ankle Cushion Odor Resistant Sweat Men Women,4.6134,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Athletic Socks,Cushioned,,,,Bamboo / Spandex,UP,,Low Cut,,,Regular,"Bamboo, Sports",2654.0
1377,"Military socks for men, heavy duty army socks, mens military boot socks 6-11",16.4973,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Outdoor Socks,"All Seasons, Breathable",No,Boots,,,SIMALA,"Casual, Workwear",Mid Calf,No Pattern,,Regular,Army,4.0
1379,Men Sport Trainers Socks Breathable Cotton White Mens 6 Pairs Pack Size 11-14 UK,15.4813,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Athletic Socks,Breathable,,,,Cotton Blend,Unbranded,Casual,,,Machine Washable,,Sports,1.0
1380,3/6 Pairs Mongolia 100% Pure Cashmere Wool Thick Warm Mid Calf Men Women Socks,19.037300000000002,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Dress,"Antibacterial, Breathable, Thermal, Keep Warm, Heavyweight",No,new,Multicolor,"80% Merino Wool, 20 % cashmere",YBD,Business,Mid Calf,Solid,,Regular,Thick,3.0
1382,Mens Blue Grey Socks 10 Pairs Cotton Rich Socks John Lewis Anyday Mens 8 - 12,10.1473,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Crew Socks,,,Blue,,Cotton,John Lewis Anyday,Casual,,No Pattern,,,,56.0
1383,12 Pairs Men Crew Cotton Cushioned Sports Trainer Socks Work 6-12 Lot,2.4765,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Reinforced Toe,Crew Socks,"All Seasons, Antibacterial, Arch Support, Breathable, Cushioned, Moisture Wicking",No,Boots,,Cotton Blend,Heavy Duty,"Casual, Workwear",Long Socks,Ribbed leg,Machine Washable,Regular,"Designer, Sports",16.0
1384,Rio 5 Pack Active Crew Mens Business Work Cushion Comfort Socks Bulk S7266W,14.513399999999999,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Breathable, Cushioned",No,,,"Cotton, Elastodiene, Polyester",Rio,"Business, Casual, Formal, Workwear",Mid Calf,,Machine Washable,Regular,,149.0
1385,Mens Gentle Grip Cotton Non Elastic HoneyComb Top Socks GG-624 (lot) UK 6-11,7.6073,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Non Elastic,"All Seasons, Breathable, Lightweight, Moisture Wicking",No,,,"74% Cotton, 14% Polyester, 11% Nylon, 1% Elastane",Gentle Grip,"Business, Casual, Formal",Lower Calf,Angular Arena,Machine Washable,Regular,Everyday Socks,8.0
1386,100% Cotton Diabetic Friendly Gentle Grip Non Elastic Ribbed Socks 6-11,5.588000000000001,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",Full Toe,Crew Socks,"All Seasons, Breathable, Moisture Wicking",No,,,Cotton,A-Star Accessories,"Business, Casual, Formal, Workwear",Regular,Ribbed,Dry Flat,Regular,"Classic, Holiday, Modern, Outdoor, Sports",12.0
1387,"3,6&12 Mens Fresh Feel Soft Comfort 100% Cotton Non Elastic Easy Grip Socks 6/11",8.8773,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,M10531,Lightweight,No,Boots,,100% Cotton,MK-ONESTOPSHOP,Casual,Mid Calf,No Pattern,Machine Washable,Regular,plain,44.0
1388,Mens 20 Pairs Trainer Liner Ankle Socks Invisible Cotton Low Cut Sports Socks,12.6873,"New with tags: A brand-new, unused, and unworn item (including handmade items) in the original ...",,Trainers Liners,"All Seasons, Arch Support, Breathable, Lightweight",,,,"70% Cotton, 28% Polyester and 2% Elastane",FCO,"Business, Casual, Formal",Low Cut,,Machine Washable,Regular,,90.0
